Place_ID,Place_Name,State_UT,Category,Trip_Type,Min_Budget,Max_Budget,Best_Season,Duration_Days,Rating,Description,Image_URL,combined_features
469,Charminar,Telangana,Historical,Family,1000,4000,Winter,1,4.7,Four-minaret granite icon iconic monument building of Hyderabad.,place_images\Charminar.jpg,Historical Family Winter Telangana Four-minaret granite icon iconic monument building of Hyderabad.
470,Golconda Fort,Telangana,Historical,Friends,1500,4000,Winter,1,4.7,Diamond trading fort hill showcasing acoustic signaling designs.,place_images\Golconda_Fort.jpg,Historical Friends Winter Telangana Diamond trading fort hill showcasing acoustic signaling designs.
471,Hussain Sagar,Telangana,Nature,Family,1000,4000,Winter,1,4.4,Heart lake pool featuring large monolithic white Buddha.,place_images\Hussain_Sagar.jpg,Nature Family Winter Telangana Heart lake pool featuring large monolithic white Buddha.
472,Warangal Fort,Telangana,Historical,Family,2000,5000,Winter,1,4.4,Kakatiya carved stone arch gateways and historic ruins.,place_images\Warangal_Fort.jpg,Historical Family Winter Telangana Kakatiya carved stone arch gateways and historic ruins.
473,Nagarjunasagar,Telangana,Nature,Family,2500,7000,Monsoon,1,4.3,Massive hydro dam reservoir forming great water safaris.,place_images\Nagarjunasagar.jpg,Nature Family Monsoon Telangana Massive hydro dam reservoir forming great water safaris.
474,Thousand Pillar Temple,Telangana,Historical,Family,1500,4000,Winter,1,4.5,Star-shaped Kakatiya temple structure showcasing stone finishings.,place_images\Thousand_Pillar_Temple.jpg,Historical Family Winter Telangana Star-shaped Kakatiya temple structure showcasing stone finishings.
475,Ramappa Temple,Telangana,Historical,Solo,2000,5000,Winter,1,4.8,UNESCO heritage shrine displaying light floating brick roofs.,place_images\Ramappa_Temple.jpg,Historical Solo Winter Telangana UNESCO heritage shrine displaying light floating brick roofs.
476,Pakhal Lake,Telangana,Nature,Friends,2000,5000,Winter,1,4.1,Scenic forest reservoir clearing local wildlife drinking needs.,place_images\Pakhal_Lake.jpg,Nature Friends Winter Telangana Scenic forest reservoir clearing local wildlife drinking needs.
477,Eturnagaram Wildlife,Telangana,Wildlife,Solo,3000,8000,Winter,2,4.2,Teak wood forest sanctuary tracking deer along river.,place_images\Eturnagaram_Wildlife.jpg,Wildlife Solo Winter Telangana Teak wood forest sanctuary tracking deer along river.
478,Kuntala Falls,Telangana,Nature,Friends,1500,4000,Monsoon,1,4.3,Highest waterfall cascade path inside Adilabad hill forests.,place_images\Kuntala_Falls.jpg,Nature Friends Monsoon Telangana Highest waterfall cascade path inside Adilabad hill forests.
479,Salar Jung Museum,Telangana,Historical,Family,1000,3000,Winter,1,4.6,One man's antique treasure collection including Veiled Rebecca.,place_images\Salar_Jung_Museum.jpg,Historical Family Winter Telangana One man's antique treasure collection including Veiled Rebecca.
480,Chowmahalla Palace,Telangana,Historical,Couple,1500,4000,Winter,1,4.6,Grand seat of Nizams showcasing opulent crystal chandeliers.,place_images\Chowmahalla_Palace.jpg,Historical Couple Winter Telangana Grand seat of Nizams showcasing opulent crystal chandeliers.
481,Birla Mandir Hyderabad,Telangana,Religious,Family,1000,3000,Winter,1,4.6,White marble hilltop temple overlooking urban water sheets.,place_images\Birla_Mandir_Hyderabad.jpg,Religious Family Winter Telangana White marble hilltop temple overlooking urban water sheets.
482,Medak Cathedral,Telangana,Religious,Family,2000,5000,Winter,1,4.5,Massive gothic revival church holding mosaic stained glass window glass.,place_images\Medak_Cathedral.jpg,Religious Family Winter Telangana Massive gothic revival church holding mosaic stained glass window glass.
483,Bhongir Fort,Telangana,Historical,Friends,1000,3000,Winter,1,4.2,Colossal single egg-shaped monolithic rock hill fort track.,place_images\Bhongir_Fort.jpg,Historical Friends Winter Telangana Colossal single egg-shaped monolithic rock hill fort track.
484,Yadagirigutta,Telangana,Religious,Family,2000,6000,Winter,1,4.6,Hill shrine temple dedicated to Lord Lakshmi Narasimha.,place_images\Yadagirigutta.jpg,Religious Family Winter Telangana Hill shrine temple dedicated to Lord Lakshmi Narasimha.
485,Ananthagiri Hills,Telangana,Hill Station,Friends,2000,6000,Monsoon,1,4.1,Forest driving tracks holding origin lines of Musi river.,place_images\Ananthagiri_Hills.jpg,Hill Station Friends Monsoon Telangana Forest driving tracks holding origin lines of Musi river.
486,Kondagattu,Telangana,Religious,Family,1500,4000,Winter,1,4.3,Anjaneya temple nestled within rocky hill settings.,place_images\Kondagattu.jpg,Religious Family Winter Telangana Anjaneya temple nestled within rocky hill settings.
487,Ujjayanta Palace,Tripura,Historical,Family,1500,4000,Winter,1,4.5,White royal palace building displaying grand Mughal style gardens.,place_images\Ujjayanta_Palace.jpg,Historical Family Winter Tripura White royal palace building displaying grand Mughal style gardens.
488,Neermahal,Tripura,Historical,Couple,2000,6000,Winter,1,4.6,Water palace structure standing inside Rudrasagar lake channel.,place_images\Neermahal.jpg,Historical Couple Winter Tripura Water palace structure standing inside Rudrasagar lake channel.
489,Unakoti,Tripura,Historical,Solo,3000,8000,Winter,2,4.8,Massive rock-cut stone faces carved out of forest hills.,place_images\Unakoti.jpg,Historical Solo Winter Tripura Massive rock-cut stone faces carved out of forest hills.
490,Sepahijala Wildlife,Tripura,Wildlife,Family,1000,3000,Winter,1,4.2,Refuge forest keeping rare local spectacled leaf monkeys.,place_images\Sepahijala_Wildlife.jpg,Wildlife Family Winter Tripura Refuge forest keeping rare local spectacled leaf monkeys.
491,Jampui Hills,Tripura,Hill Station,Couple,4000,11000,Winter,2,4.3,Highest hill ranges famous for sweet orange orchard crops.,place_images\Jampui_Hills.jpg,Hill Station Couple Winter Tripura Highest hill ranges famous for sweet orange orchard crops.
492,Trishna Wildlife,Tripura,Wildlife,Solo,3500,9000,Winter,2,4.1,Bison reserve tracking herds through unique bamboo forests.,place_images\Trishna_Wildlife.jpg,Wildlife Solo Winter Tripura Bison reserve tracking herds through unique bamboo forests.
493,Pilak,Tripura,Historical,Solo,2500,6000,Winter,1,4.0,Archaeological site showing ancient Buddhist-Hindu terracotta plaques.,place_images\Pilak.jpg,Historical Solo Winter Tripura Archaeological site showing ancient Buddhist-Hindu terracotta plaques.
494,Dumboor Lake,Tripura,Nature,Friends,2500,7000,Winter,1,4.3,Massive water body holding close to 48 distinct islands.,place_images\Dumboor_Lake.jpg,Nature Friends Winter Tripura Massive water body holding close to 48 distinct islands.
495,Chabimura,Tripura,Historical,Solo,3000,8000,Winter,1,4.6,Rock carvings of panels panels along steep river rock cliffs.,place_images\Chabimura.jpg,Historical Solo Winter Tripura Rock carvings of panels panels along steep river rock cliffs.
496,Udaipur Tripura Sundari,Tripura,Religious,Family,1500,5000,Winter,1,4.7,500 year old pithasthan shrine shaped like tortoise back.,place_images\Udaipur_Tripura_Sundari.jpg,Religious Family Winter Tripura 500 year old pithasthan shrine shaped like tortoise back.
497,Bison National Park,Tripura,Wildlife,Solo,4000,10000,Winter,2,4.2,Dedicated sanctuary saving local Indian gaur wild populations.,place_images\Bison_National_Park.jpg,Wildlife Solo Winter Tripura Dedicated sanctuary saving local Indian gaur wild populations.
498,Heritage Park,Tripura,Nature,Family,1000,2500,Winter,1,4.0,Agartala urban gardens showing mini models of state attractions.,place_images\Heritage_Park.jpg,Nature Family Winter Tripura Agartala urban gardens showing mini models of state attractions.
499,Baramura Eco Park,Tripura,Nature,Friends,1500,4000,Winter,1,4.0,Bridge trails cutting into local mountain forest curves.,place_images\Baramura_Eco_Park.jpg,Nature Friends Winter Tripura Bridge trails cutting into local mountain forest curves.
500,Bhuwaneshwari Temple,Tripura,Historical,Family,1000,3000,Winter,1,4.1,Riverbank shrine immortalized within famous Rabindranath Tagore literature.,place_images\Bhuwaneshwari_Temple.jpg,Historical Family Winter Tripura Riverbank shrine immortalized within famous Rabindranath Tagore literature.
501,Taj Mahal,Uttar Pradesh,Historical,Family,2000,10000,Winter,1,5.0,"White marble monument mausoleum of love, premier world wonder.",place_images\Taj_Mahal.jpg,"Historical Family Winter Uttar Pradesh White marble monument mausoleum of love, premier world wonder."
502,Agra Fort,Uttar Pradesh,Historical,Family,1500,5000,Winter,1,4.8,Massive red sandstone walled fortress city of Mughal emperors.,place_images\Agra_Fort.jpg,Historical Family Winter Uttar Pradesh Massive red sandstone walled fortress city of Mughal emperors.
503,Kashi Vishwanath,Uttar Pradesh,Religious,Family,1500,6000,Winter,2,4.9,Varanasi gold spire temple dedicated to Lord Shiva.,place_images\Kashi_Vishwanath.jpg,Religious Family Winter Uttar Pradesh Varanasi gold spire temple dedicated to Lord Shiva.
504,Dashashwamedh Ghat,Uttar Pradesh,Religious,Solo,1000,4000,Winter,1,4.9,Main river bank front conducting spectacular evening Ganga Aarti.,place_images\Dashashwamedh_Ghat.jpg,Religious Solo Winter Uttar Pradesh Main river bank front conducting spectacular evening Ganga Aarti.
505,Sarnath,Uttar Pradesh,Historical,Family,1000,4000,Winter,1,4.7,Deer park field where Buddha gave first wheel discourse.,place_images\Sarnath.jpg,Historical Family Winter Uttar Pradesh Deer park field where Buddha gave first wheel discourse.
506,Fatehpur Sikri,Uttar Pradesh,Historical,Friends,1500,5000,Winter,1,4.6,Ghost imperial stone city holding giant Buland Darwaza door.,place_images\Fatehpur_Sikri.jpg,Historical Friends Winter Uttar Pradesh Ghost imperial stone city holding giant Buland Darwaza door.
507,Mathura Krishna Janmabhoomi,Uttar Pradesh,Religious,Family,1500,5000,Winter,2,4.7,Birth prison cell site temple of Lord Krishna.,place_images\Mathura_Krishna_Janmabhoomi.jpg,Religious Family Winter Uttar Pradesh Birth prison cell site temple of Lord Krishna.
508,Vrindavan,Uttar Pradesh,Religious,Family,1500,5000,Winter,2,4.7,Holy forest town hosting Banke Bihari temple chants.,place_images\Vrindavan.jpg,Religious Family Winter Uttar Pradesh Holy forest town hosting Banke Bihari temple chants.
509,Lucknow Bara Imambara,Uttar Pradesh,Historical,Family,1500,5000,Winter,1,4.6,Nawabi hall famous for massive gravity-defying labyrinth roof loop.,place_images\Lucknow_Bara_Imambara.jpg,Historical Family Winter Uttar Pradesh Nawabi hall famous for massive gravity-defying labyrinth roof loop.
510,Dudhwa National Park,Uttar Pradesh,Wildlife,Solo,4000,14000,Winter,2,4.5,Terai marsh grassland saving swamp deer and tigers.,place_images\Dudhwa_National_Park.jpg,Wildlife Solo Winter Uttar Pradesh Terai marsh grassland saving swamp deer and tigers.
511,Prayagraj Triveni Sangam,Uttar Pradesh,Religious,Family,1500,5000,Winter,1,4.8,"Confluence water line joining Ganga, Yamuna, mythical Saraswati.",place_images\Prayagraj_Triveni_Sangam.jpg,"Religious Family Winter Uttar Pradesh Confluence water line joining Ganga, Yamuna, mythical Saraswati."
512,Ayodhya Ram Mandir,Uttar Pradesh,Religious,Family,2000,8000,Winter,2,4.9,Grand temple monument marking birth site of Lord Rama.,place_images\Ayodhya_Ram_Mandir.jpg,Religious Family Winter Uttar Pradesh Grand temple monument marking birth site of Lord Rama.
513,Jhansi Fort,Uttar Pradesh,Historical,Family,1000,3500,Winter,1,4.5,Hilltop fort marking Rani Lakshmibai freedom war struggles.,place_images\Jhansi_Fort.jpg,Historical Family Winter Uttar Pradesh Hilltop fort marking Rani Lakshmibai freedom war struggles.
514,Chandra Prabha Sanctuary,Uttar Pradesh,Wildlife,Friends,2000,5000,Winter,1,4.1,Scenic waterfalls loops flanking native woodland animal spaces.,place_images\Chandra_Prabha_Sanctuary.jpg,Wildlife Friends Winter Uttar Pradesh Scenic waterfalls loops flanking native woodland animal spaces.
515,Rishikesh,Uttarakhand,Nature,Friends,3000,12000,Winter,2,4.8,Yoga capital world hub offering white river rafting.,place_images\Rishikesh.jpg,Nature Friends Winter Uttarakhand Yoga capital world hub offering white river rafting.
516,Haridwar,Uttarakhand,Religious,Family,1500,5000,Winter,1,4.8,Ganges exit point tracking massive Har ki Pauri illumination.,place_images\Haridwar.jpg,Religious Family Winter Uttarakhand Ganges exit point tracking massive Har ki Pauri illumination.
517,Nainital Lake,Uttarakhand,Hill Station,Family,4000,15000,Summer,2,4.5,Eye-shaped mountain lake backed by row boat lines.,place_images\Nainital_Lake.jpg,Hill Station Family Summer Uttarakhand Eye-shaped mountain lake backed by row boat lines.
518,Valley of Flowers,Uttarakhand,Nature,Solo,8000,20000,Monsoon,3,4.9,Endemic alpine flower blossom fields inside high parks.,place_images\Valley_of_Flowers.jpg,Nature Solo Monsoon Uttarakhand Endemic alpine flower blossom fields inside high parks.
519,Kedarnath Temple,Uttarakhand,Religious,Solo,5000,18000,Summer,3,5.0,"High mountain glacier shrine of Shiva, premier Char Dham.",place_images\Kedarnath_Temple.jpg,"Religious Solo Summer Uttarakhand High mountain glacier shrine of Shiva, premier Char Dham."
520,Badrinath Temple,Uttarakhand,Religious,Family,4000,15000,Summer,2,4.9,Sacred Vishnu seat facing Alaknanda river snowy lines.,place_images\Badrinath_Temple.jpg,Religious Family Summer Uttarakhand Sacred Vishnu seat facing Alaknanda river snowy lines.
521,Auli Ski Resort,Uttarakhand,Hill Station,Couple,6000,22000,Winter,2,4.7,Snow slopes hosting long cable cars and pine lines.,place_images\Auli_Ski_Resort.jpg,Hill Station Couple Winter Uttarakhand Snow slopes hosting long cable cars and pine lines.
522,Jim Corbett,Uttarakhand,Wildlife,Family,5000,20000,Winter,2,4.8,Oldest national tiger reserve tracking river forest paths.,place_images\Jim_Corbett.jpg,Wildlife Family Winter Uttarakhand Oldest national tiger reserve tracking river forest paths.
523,Mussoorie,Uttarakhand,Hill Station,Family,4000,16000,Summer,2,4.4,Queen of Hills holding Kempty falls and Mall views.,place_images\Mussoorie.jpg,Hill Station Family Summer Uttarakhand Queen of Hills holding Kempty falls and Mall views.
524,Chopta Tungnath,Uttarakhand,Nature,Solo,3000,10000,Summer,2,4.8,Highest stone Shiva temple trek surrounded by meadows.,place_images\Chopta_Tungnath.jpg,Nature Solo Summer Uttarakhand Highest stone Shiva temple trek surrounded by meadows.
525,Kausani,Uttarakhand,Hill Station,Couple,4000,12000,Summer,2,4.5,Offering extensive panoramic window views of high snow walls.,place_images\Kausani.jpg,Hill Station Couple Summer Uttarakhand Offering extensive panoramic window views of high snow walls.
526,Ranikhet,Uttarakhand,Hill Station,Family,3500,11000,Summer,2,4.3,Quiet cantonment hill station holding golf loops and pines.,place_images\Ranikhet.jpg,Hill Station Family Summer Uttarakhand Quiet cantonment hill station holding golf loops and pines.
527,Victoria Memorial,West Bengal,Historical,Family,1000,4000,Winter,1,4.7,White marble palace museum celebrating classic architecture history.,place_images\Victoria_Memorial.jpg,Historical Family Winter West Bengal White marble palace museum celebrating classic architecture history.
528,Howrah Bridge,West Bengal,Historical,Family,1000,3000,Winter,1,4.6,Massive cantilever steel bridge crossing Hooghly river traffic.,place_images\Howrah_Bridge.jpg,Historical Family Winter West Bengal Massive cantilever steel bridge crossing Hooghly river traffic.
529,Darjeeling Tea Gardens,West Bengal,Hill Station,Couple,4000,18000,Summer,3,4.8,Premium tea estate estates overlooking vintage toy steam trains.,place_images\Darjeeling_Tea_Gardens.jpg,Hill Station Couple Summer West Bengal Premium tea estate estates overlooking vintage toy steam trains.
530,Tiger Hill,West Bengal,Nature,Couple,1500,4000,Summer,1,4.7,Famed early morning sunrise viewpoint catch of Mount Everest.,place_images\Tiger_Hill.jpg,Nature Couple Summer West Bengal Famed early morning sunrise viewpoint catch of Mount Everest.
531,Sundarbans,West Bengal,Wildlife,Solo,5000,15000,Winter,3,4.6,Massive mangrove delta swamp home to swimming Bengal tigers.,place_images\Sundarbans.jpg,Wildlife Solo Winter West Bengal Massive mangrove delta swamp home to swimming Bengal tigers.
532,Bishnupur,West Bengal,Historical,Solo,2000,6000,Winter,2,4.5,Malla dynasty terracotta brick temples famous for sarees.,place_images\Bishnupur.jpg,Historical Solo Winter West Bengal Malla dynasty terracotta brick temples famous for sarees.
533,Cooch Behar Palace,West Bengal,Historical,Family,2000,6000,Winter,1,4.4,Grand brick palace modeled after classic Rome designs.,place_images\Cooch_Behar_Palace.jpg,Historical Family Winter West Bengal Grand brick palace modeled after classic Rome designs.
534,Shantiniketan,West Bengal,Historical,Solo,2000,7000,Winter,2,4.6,Tagore's open air university home rich in artisan crafts.,place_images\Shantiniketan.jpg,Historical Solo Winter West Bengal Tagore's open air university home rich in artisan crafts.
535,Murshidabad,West Bengal,Historical,Family,2000,6000,Winter,2,4.4,Hazarduari Palace building holding thousand real glass mirrors.,place_images\Murshidabad.jpg,Historical Family Winter West Bengal Hazarduari Palace building holding thousand real glass mirrors.
536,Jaldapara Wildlife,West Bengal,Wildlife,Friends,4000,12000,Winter,2,4.5,Grassland park tracking rare Asian one-horned rhino packs.,place_images\Jaldapara_Wildlife.jpg,Wildlife Friends Winter West Bengal Grassland park tracking rare Asian one-horned rhino packs.
537,Digha Beach,West Bengal,Beach,Family,2000,8000,Winter,2,4.0,Highly popular weekend flat sand resort beach town.,place_images\Digha_Beach.jpg,Beach Family Winter West Bengal Highly popular weekend flat sand resort beach town.
538,Kalimpong,West Bengal,Hill Station,Couple,3500,12000,Summer,2,4.3,Quiet mountain ridge town rich in flower nurseries.,place_images\Kalimpong.jpg,Hill Station Couple Summer West Bengal Quiet mountain ridge town rich in flower nurseries.
539,Red Fort,Delhi,Historical,Family,1000,3000,Winter,1,4.6,Massive red sandstone fortress seat of Mughal empire power.,place_images\Red_Fort.jpg,Historical Family Winter Delhi Massive red sandstone fortress seat of Mughal empire power.
540,Qutub Minar,Delhi,Historical,Family,1000,3000,Winter,1,4.7,Tallest historical brick minaret tower tower built in world.,place_images\Qutub_Minar.jpg,Historical Family Winter Delhi Tallest historical brick minaret tower tower built in world.
541,India Gate,Delhi,Historical,Family,500,2000,Winter,1,4.7,Triumphal stone arch war memorial arch honoring fallen soldiers.,place_images\India_Gate.jpg,Historical Family Winter Delhi Triumphal stone arch war memorial arch honoring fallen soldiers.
542,Humayun Tomb,Delhi,Historical,Friends,1000,3000,Winter,1,4.7,Precursor structure design inspiration model behind Taj Mahal dome.,place_images\Humayun_Tomb.jpg,Historical Friends Winter Delhi Precursor structure design inspiration model behind Taj Mahal dome.
543,Lotus Temple,Delhi,Religious,Family,500,2000,Winter,1,4.5,Bahai marble blossom petal shrine open to all faiths.,place_images\Lotus_Temple.jpg,Religious Family Winter Delhi Bahai marble blossom petal shrine open to all faiths.
544,Akshardham,Delhi,Historical,Family,1500,5000,Winter,1,4.8,Colossal modern pink stone carved temple arts complex.,place_images\Akshardham.jpg,Historical Family Winter Delhi Colossal modern pink stone carved temple arts complex.
545,Chandni Chowk,Delhi,Historical,Friends,1000,4000,Winter,1,4.4,Vibrant historic market alley packed with street foods.,place_images\Chandni_Chowk.jpg,Historical Friends Winter Delhi Vibrant historic market alley packed with street foods.
546,Jama Masjid,Delhi,Religious,Solo,500,2000,Winter,1,4.5,Massive courtyard mosque overlooking Old Delhi dense grids.,place_images\Jama_Masjid.jpg,Religious Solo Winter Delhi Massive courtyard mosque overlooking Old Delhi dense grids.
547,Hauz Khas Village,Delhi,Historical,Friends,1500,5000,Winter,1,4.2,Medieval reservoir ruins bordered by active urban pub streets.,place_images\Hauz_Khas_Village.jpg,Historical Friends Winter Delhi Medieval reservoir ruins bordered by active urban pub streets.
548,Lodi Garden,Delhi,Nature,Couple,500,2000,Winter,1,4.5,Tombs gardens popular among elite early walking routes.,place_images\Lodi_Garden.jpg,Nature Couple Winter Delhi Tombs gardens popular among elite early walking routes.
549,Radhanagar Beach,Andaman & Nicobar,Beach,Couple,8000,35000,Winter,2,4.9, Pristine turquoise water beach rated best across Asia lines.,place_images\Radhanagar_Beach.jpg,Beach Couple Winter Andaman & Nicobar  Pristine turquoise water beach rated best across Asia lines.
550,Cellular Jail,Andaman & Nicobar,Historical,Family,2000,6000,Winter,1,4.8,Historic Kala Pani colonial prison monument inside Port Blair.,place_images\Cellular_Jail.jpg,Historical Family Winter Andaman & Nicobar Historic Kala Pani colonial prison monument inside Port Blair.
551,Havelock Island,Andaman & Nicobar,Beach,Couple,8000,40000,Winter,3,4.9,Coral reef island world famous for deep sea diving.,place_images\Havelock_Island.jpg,Beach Couple Winter Andaman & Nicobar Coral reef island world famous for deep sea diving.
552,Neil Island,Andaman & Nicobar,Beach,Solo,6000,20000,Winter,2,4.6,Relaxed agricultural island showing natural rock bridges.,place_images\Neil_Island.jpg,Beach Solo Winter Andaman & Nicobar Relaxed agricultural island showing natural rock bridges.
553,Baratang Island,Andaman & Nicobar,Nature,Friends,4000,10000,Winter,1,4.4,Jarawa tribal reserves holding unique mangrove limestone caves.,place_images\Baratang_Island.jpg,Nature Friends Winter Andaman & Nicobar Jarawa tribal reserves holding unique mangrove limestone caves.
554,Ross Island,Andaman & Nicobar,Historical,Family,1500,4000,Winter,1,4.5,Old British jungle-overgrown ruined base camp structures.,place_images\Ross_Island.jpg,Historical Family Winter Andaman & Nicobar Old British jungle-overgrown ruined base camp structures.
555,Agatti Island,Lakshadweep,Beach,Couple,12000,50000,Winter,3,4.8,Stunning coral runway landing strip overlooking blue lagoons.,place_images\Agatti_Island.jpg,Beach Couple Winter Lakshadweep Stunning coral runway landing strip overlooking blue lagoons.
556,Bangaram Island,Lakshadweep,Beach,Couple,15000,60000,Winter,3,4.9,Uninhabited teardrop resort island holding shallow coral circles.,place_images\Bangaram_Island.jpg,Beach Couple Winter Lakshadweep Uninhabited teardrop resort island holding shallow coral circles.
557,Kavaratti,Lakshadweep,Beach,Solo,8000,25000,Winter,2,4.5,UT administrative center capital rich in marine aquariums.,place_images\Kavaratti.jpg,Beach Solo Winter Lakshadweep UT administrative center capital rich in marine aquariums.
558,Minicoy Island,Lakshadweep,Beach,Solo,10000,30000,Winter,3,4.7,Maldivian style culture outpost with tall vintage lighthouse.,place_images\Minicoy_Island.jpg,Beach Solo Winter Lakshadweep Maldivian style culture outpost with tall vintage lighthouse.
559,French Quarter,Puducherry,Historical,Couple,3000,15000,Winter,2,4.6,White Town neighborhood boasting yellow villas and cafes.,place_images\French_Quarter.jpg,Historical Couple Winter Puducherry White Town neighborhood boasting yellow villas and cafes.
560,Auroville,Puducherry,Religious,Solo,2000,8000,Winter,2,4.5,Experimental township centered around gold Matrimandir globe dome.,place_images\Auroville.jpg,Religious Solo Winter Puducherry Experimental township centered around gold Matrimandir globe dome.
561,Promenade Beach,Puducherry,Beach,Family,1000,4000,Winter,1,4.4,Rock-lined urban seaside pathway tracking Gandhi statues.,place_images\Promenade_Beach.jpg,Beach Family Winter Puducherry Rock-lined urban seaside pathway tracking Gandhi statues.
562,Sri Aurobindo Ashram,Puducherry,Religious,Solo,500,2000,Winter,1,4.5,Spiritual community house drawing global meditation crowds.,place_images\Sri_Aurobindo_Ashram.jpg,Religious Solo Winter Puducherry Spiritual community house drawing global meditation crowds.
563,Rock Garden,Chandigarh,Historical,Family,1000,3000,Winter,1,4.6,Nek Chand's art maze created entirely out of waste material.,place_images\Rock_Garden.jpg,Historical Family Winter Chandigarh Nek Chand's art maze created entirely out of waste material.
564,Sukhna Lake,Chandigarh,Nature,Family,1000,3000,Winter,1,4.4,Manmade foothill lake holding scenic pedal boat tracks.,place_images\Sukhna_Lake.jpg,Nature Family Winter Chandigarh Manmade foothill lake holding scenic pedal boat tracks.
565,Rose Garden,Chandigarh,Nature,Family,500,2000,Winter,1,4.2,Massive botanic lawns containing thousands of distinct rose variants.,place_images\Rose_Garden.jpg,Nature Family Winter Chandigarh Massive botanic lawns containing thousands of distinct rose variants.
566,Pangong Lake,Ladakh,Nature,Solo,10000,35000,Summer,2,4.9,High saline lake changing shades from blue to green.,place_images\Pangong_Lake.jpg,Nature Solo Summer Ladakh High saline lake changing shades from blue to green.
567,Nubra Valley,Ladakh,Nature,Friends,8000,25000,Summer,2,4.8,Cold mountain desert sand dunes with double-humped camels.,place_images\Nubra_Valley.jpg,Nature Friends Summer Ladakh Cold mountain desert sand dunes with double-humped camels.
568,Leh Palace,Ladakh,Historical,Family,2000,6000,Summer,1,4.5,9-story historic mud palace built by old Himalayan kings.,place_images\Leh_Palace.jpg,Historical Family Summer Ladakh 9-story historic mud palace built by old Himalayan kings.
569,Thiksey Monastery,Ladakh,Religious,Solo,1500,4000,Summer,1,4.7,Layered structure village design mimicking Potala palace format.,place_images\Thiksey_Monastery.jpg,Religious Solo Summer Ladakh Layered structure village design mimicking Potala palace format.
570,Magnetic Hill,Ladakh,Nature,Friends,1000,3000,Summer,1,4.1,Gravity defying optical illusion road tracking mountain backdrops.,place_images\Magnetic_Hill.jpg,Nature Friends Summer Ladakh Gravity defying optical illusion road tracking mountain backdrops.
571,Dal Lake,J&K,Nature,Couple,4000,20000,Summer,2,4.9,Iconic Srinagar water channel lined with cedar wood houseboats.,place_images\Dal_Lake.jpg,Nature Couple Summer J&K Iconic Srinagar water channel lined with cedar wood houseboats.
572,Gulmarg,J&K,Hill Station,Friends,6000,30000,Winter,2,4.9,Ski meadows baseline containing highest alpine gondola cable cars.,place_images\Gulmarg.jpg,Hill Station Friends Winter J&K Ski meadows baseline containing highest alpine gondola cable cars.
573,Pahalgam,J&K,Hill Station,Family,5000,20000,Summer,3,4.8,Shepherd valley base holding Lidder river trout runs.,place_images\Pahalgam.jpg,Hill Station Family Summer J&K Shepherd valley base holding Lidder river trout runs.
574,Sonamarg,J&K,Hill Station,Couple,5000,18000,Summer,2,4.7,Meadow of Gold providing close walks toward Thajiwas glaciers.,place_images\Sonamarg.jpg,Hill Station Couple Summer J&K Meadow of Gold providing close walks toward Thajiwas glaciers.
575,Vaishno Devi,J&K,Religious,Family,3000,10000,Winter,2,5.0,Highly visited holy cave temple of Mata Rani in Katra hills.,place_images\Vaishno_Devi.jpg,Religious Family Winter J&K Highly visited holy cave temple of Mata Rani in Katra hills.
576,Silvassa,Dadra & Nagar Haveli,Nature,Family,3000,10000,Winter,2,4.0,Capital town offering Portuguese memories and local gardens.,place_images\Silvassa.jpg,Nature Family Winter Dadra & Nagar Haveli Capital town offering Portuguese memories and local gardens.
577,Dudhni Lake,Dadra & Nagar Haveli,Nature,Friends,2000,6000,Winter,1,4.1,Expansive waterfront resort base for speed jet ski rides.,place_images\Dudhni_Lake.jpg,Nature Friends Winter Dadra & Nagar Haveli Expansive waterfront resort base for speed jet ski rides.
